"duration";"Q_RecaptchaScore";"Q_RelevantIDFraudScore";"gender";"nationality";"ethnicity";"age";"preferred_game_name";"gaming_time";"gaming_related_activities_time";"online_gaming_time";"offline_gaming_time";"playing_esports";"rank";"team_membership";"playing_with_offline_friends";"MOGQ_social1";"MOGQ_social2";"MOGQ_social3";"MOGQ_social4";"MOGQ_escape1";"MOGQ_escape2";"MOGQ_escape3";"MOGQ_escape4";"MOGQ_competition1";"MOGQ_competition2";"MOGQ_competition3";"MOGQ_competition4";"MOGQ_coping1";"MOGQ_coping2";"MOGQ_coping3";"MOGQ_coping4";"IGCQ_1";"IGCQ_2";"IGCQ_3";"IGCQ_4";"attention_check_1";"IGDS9SF_1";"IGDS9SF_2";"IGDS9SF_3";"IGDS9SF_4";"IGDS9SF_5";"IGDS9SF_6";"IGDS9SF_7";"IGDS9SF_8";"IGDS9SF_9";"GDT_1";"GDT_2";"GDT_3";"GDT_4";"IGD_alternative_criterion2";"IGD_alternative_criterion5";"IGD_alternative_criterion6";"IGD_alternative_criterion3";"IGD_alternative_craving";"IGD_alternative_health";"BFRS_1";"BFRS_2";"BFRS_3";"BFRS_4";"BFRS_5";"BFRS_6";"BFRS_7";"BSCS_1";"BSCS_2";"BSCS_3";"BSCS_4";"BSCS_5";"BSCS_6";"BSCS_7";"BSCS_8";"BSCS_9";"BSCS_10";"BSCS_11";"BSCS_12";"BSCS_13";"attention_check_2";"neuroticism_1";"neuroticism_2";"neuroticism_3";"neuroticism_4";"neuroticism_5";"neuroticism_6";"neuroticism_7";"neuroticism_8";"neuroticism_9";"neuroticism_10";"DJGLS_1";"DJGLS_2";"DJGLS_3";"DJGLS_4";"DJGLS_5";"DJGLS_6";"harm_avoidance_1";"harm_avoidance_2";"harm_avoidance_3";"harm_avoidance_4";"harm_avoidance_5";"harm_avoidance_6";"harm_avoidance_7";"harm_avoidance_8";"harm_avoidance_9";"harm_avoidance_10";"BAS_reward_1";"BAS_reward_2";"BAS_reward_3";"BAS_reward_4";"BAS_reward_5";"bot";"long1to3";"long1to4";"long1to5";"mahal1to3";"mahal1to4";"mahal1to5";"ac";"careless"
762;1;0;0;"Mexican";"Latin american";25;"Smite";4;2;65;35;0;NA;1;3;NA;2;NA;2;4;NA;5;NA;5;NA;4;NA;4;4;NA;NA;2;3;3;2;0;2;1;3;2;2;1;1;3;1;1;2;2;1;1;2;1;2;3;1;2;NA;2;NA;2;2;NA;3;NA;NA;5;NA;NA;2;4;NA;5;3;NA;4;0;NA;NA;NA;1;1;2;2;NA;2;NA;2;NA;NA;2;NA;1;5;NA;4;3;5;NA;NA;5;NA;NA;NA;1;NA;2;1;0;5;1;3;9,3292306362945;2,7472612372157;0;0;0
674;0,9;0;0;"Portuguese";"none";21;"League of Legends";2;1;86;14;0;NA;0;5;NA;2;NA;4;3;NA;4;NA;4;5;NA;NA;NA;3;3;NA;2;2;1;2;0;2;1;4;3;3;4;1;3;1;3;3;2;1;2;2;2;3;4;4;3;2;NA;3;3;NA;NA;2;3;2;1;NA;NA;1;3;NA;NA;NA;NA;3;0;NA;1;NA;3;NA;1;2;1;NA;NA;NA;5;NA;5;1;NA;1;NA;5;NA;5;2;NA;NA;2;NA;NA;1;NA;2;1;0;2;1;4;6,94407043233573;2,7472612372157;0;0;0
328;1;0;0;"Belgian";"Caucasian";37;"Terraria";1;4;95;5;0;NA;0;2;NA;NA;2;2;5;NA;NA;4;2;2;NA;NA;NA;4;NA;4;2;1;2;2;0;2;2;2;2;2;2;2;4;2;3;2;2;2;2;4;2;2;3;3;1;NA;1;NA;NA;1;2;3;3;NA;NA;NA;3;1;2;2;NA;1;NA;NA;0;3;4;NA;3;NA;2;NA;NA;NA;4;1;NA;NA;2;2;NA;3;3;4;3;NA;2;NA;NA;NA;NA;2;2;3;NA;NA;0;3;2;7;19,1832122582255;5,46687774429929;0;0;0
376;1;0;0;"Greek";"Greek";25;"Counter Strike";2;2;80;20;0;NA;0;3;NA;NA;3;4;3;3;NA;NA;4;NA;4;NA;NA;4;4;NA;1;1;1;2;0;3;4;4;4;4;3;2;3;3;4;3;3;3;3;4;3;4;4;3;2;NA;NA;2;2;NA;2;3;NA;2;1;NA;NA;NA;3;NA;2;NA;3;2;0;4;NA;4;4;NA;2;NA;NA;2;NA;NA;2;2;3;NA;NA;NA;2;4;NA;NA;NA;3;3;NA;3;NA;2;NA;2;2;0;5;3;8;2,67774710423686;1,68354473621928;0;0;0
782;1;0;0;"Mexican";"Mexican";24;"MMO-RPG";7;3;90;10;0;NA;1;4;1;NA;NA;4;2;3;NA;NA;2;NA;NA;2;NA;2;NA;3;3;2;3;2;0;3;2;2;2;3;3;1;3;1;2;4;3;2;2;3;4;1;2;3;2;NA;NA;NA;1;2;2;1;NA;1;NA;3;3;NA;2;NA;1;NA;4;NA;0;3;4;NA;2;NA;2;NA;4;NA;NA;NA;3;2;2;NA;NA;NA;NA;4;4;NA;3;5;4;NA;NA;NA;2;NA;1;1;0;2;2;3;21,3799621600415;3,15388555354254;0;0;0
496;1;0;0;"Poland";"Polish";21;"League of Legends - MOBA";4;2;100;0;0;NA;0;5;NA;1;NA;4;1;1;NA;NA;5;NA;5;NA;2;2;NA;NA;1;1;1;1;0;1;1;1;1;1;1;1;3;1;1;2;1;1;1;1;2;1;1;2;2;NA;NA;NA;2;2;2;5;NA;5;NA;NA;NA;4;3;NA;5;NA;5;3;0;NA;1;NA;2;NA;1;5;NA;NA;2;NA;4;NA;5;5;NA;1;4;5;NA;NA;NA;NA;4;NA;5;1;1;NA;1;NA;0;4;3;7;3,21010754461668;1,95416409459535;0;0;0
818;0,9;0;0;"Poland";"Poland";20;"League of Legends";8;3;80;20;1;"Gold";0;4;NA;5;NA;4;2;NA;NA;3;5;NA;NA;5;NA;2;1;NA;2;3;2;1;0;3;1;3;4;2;2;1;2;1;2;2;3;1;3;2;1;3;4;3;3;1;NA;3;3;NA;NA;2;4;NA;NA;5;4;NA;3;3;NA;4;NA;NA;0;3;3;NA;2;NA;3;NA;NA;NA;3;NA;4;4;4;NA;NA;1;NA;2;NA;NA;3;5;NA;4;NA;1;2;2;NA;NA;0;2;2;3;16,8260058734945;2,03258406309361;0;0;0
667;0,9;0;0;"Portuguese";"White";22;"Dead By Daylight";6;3;40;60;1;"Platinum III";0;3;NA;2;NA;3;5;4;NA;NA;4;NA;NA;2;NA;3;NA;2;2;2;1;3;0;3;2;3;2;3;1;1;3;1;3;4;3;2;2;3;3;3;4;1;3;NA;3;NA;3;NA;3;3;3;NA;NA;4;NA;2;2;NA;3;NA;4;NA;0;NA;NA;1;2;NA;3;NA;2;2;NA;4;NA;NA;4;3;NA;NA;NA;2;2;4;4;NA;NA;5;NA;1;2;1;NA;NA;0;5;1;3;10,6019768877634;3,77024036103143;0;0;0
861;1;0;0;"Portuguese";"White";18;"League of Legends";10;1;80;20;0;NA;0;4;NA;NA;3;4;4;NA;NA;4;4;NA;4;NA;5;3;NA;NA;1;2;2;3;0;3;1;2;3;2;3;1;4;1;2;3;3;3;2;2;4;3;3;4;2;1;2;2;NA;NA;NA;3;NA;NA;4;3;4;NA;4;NA;2;NA;NA;2;0;NA;4;NA;2;NA;2;NA;2;NA;3;2;NA;NA;4;2;NA;NA;3;4;4;NA;NA;NA;NA;2;3;1;1;NA;2;NA;0;2;2;5;7,54482657022807;3,07377004801251;0;0;0
453;1;0;0;"portuguese";"white";19;"first person shooter";3;4;75;25;1;"Global Elite";1;5;1;NA;NA;2;2;NA;4;NA;4;NA;NA;2;NA;5;1;NA;2;1;1;2;0;1;4;2;1;3;3;1;2;1;1;2;2;1;3;4;3;2;4;1;2;NA;2;3;NA;NA;3;4;NA;4;NA;NA;NA;3;5;5;NA;5;4;NA;0;NA;1;NA;2;1;1;NA;NA;NA;1;NA;NA;4;5;NA;5;NA;NA;4;2;NA;NA;NA;2;4;3;NA;1;NA;1;1;0;3;3;3;9,88766056999587;2,08056760177743;0;0;0
528;1;0;0;"Italian";"Caucasian";21;"RPG";4;1;75;25;0;NA;0;4;NA;NA;4;1;4;NA;NA;3;2;3;NA;NA;NA;5;2;NA;1;2;1;1;0;1;1;1;1;1;1;1;2;1;2;2;3;1;1;1;1;1;1;2;2;2;NA;NA;2;3;NA;1;NA;NA;4;1;NA;1;2;1;NA;1;NA;NA;0;NA;NA;3;2;2;3;NA;NA;3;NA;NA;4;NA;4;NA;4;1;4;2;NA;NA;NA;3;NA;NA;3;NA;1;1;NA;1;0;3;3;7;5,54136431482537;2,48611529470469;0;0;0
880;0,7;NA;0;"Czech";"White";19;"RPGs";5;6;60;40;0;NA;1;5;3;NA;NA;4;5;5;NA;NA;2;NA;NA;4;NA;4;NA;4;1;2;2;1;0;3;2;3;2;2;1;3;4;2;4;2;3;2;2;2;3;3;3;2;2;NA;NA;2;2;NA;2;4;NA;2;NA;NA;3;NA;3;3;4;NA;NA;4;0;4;NA;NA;4;NA;4;4;NA;5;NA;NA;NA;3;3;2;NA;2;1;4;NA;NA;NA;NA;4;NA;2;2;3;NA;3;NA;NA;4;2;3;4,43969572391065;11,1428000362656;0;0;0
896;1;0;0;"Italian";"north african";25;"action-adventure";4;8;10;90;0;NA;1;3;NA;NA;1;2;3;4;NA;NA;2;NA;4;NA;NA;3;NA;2;1;2;2;3;0;2;2;2;3;3;1;1;5;2;2;1;3;3;2;2;3;3;4;3;2;1;1;2;NA;NA;NA;2;3;NA;NA;3;NA;NA;3;4;3;NA;4;NA;0;NA;4;NA;5;2;2;NA;4;NA;NA;2;NA;NA;4;NA;3;3;NA;1;NA;5;4;4;NA;NA;NA;3;2;2;NA;NA;0;2;2;4;12,2369671623347;9,48684230413978;0;0;0
903;1;0;1;"Portuguese";"Caucasian";19;"Genshin Impact";8;2;90;10;0;NA;0;2;NA;NA;4;3;2;NA;NA;1;4;NA;2;NA;NA;5;1;NA;1;1;1;3;0;3;2;3;1;2;1;1;2;1;2;3;2;1;2;2;5;3;3;3;3;2;NA;NA;3;3;NA;4;NA;NA;NA;4;4;NA;3;1;NA;2;3;NA;0;NA;NA;2;1;4;4;NA;1;NA;NA;NA;NA;4;4;NA;5;NA;NA;4;NA;5;NA;NA;5;3;5;NA;1;1;NA;1;0;3;3;3;10,9760828138718;2,48611529470469;0;0;0
540;1;0;0;"Hungarian";"White";18;"MOBA";5;2;90;10;0;NA;0;5;2;NA;NA;2;4;NA;NA;4;1;1;NA;NA;3;3;NA;NA;1;2;2;1;0;3;1;1;1;3;2;1;4;2;2;3;4;4;2;2;4;1;2;1;2;1;NA;2;NA;2;NA;4;NA;2;4;NA;NA;NA;4;3;3;NA;4;NA;0;4;NA;3;4;NA;4;NA;4;NA;NA;2;5;NA;4;NA;NA;NA;3;4;NA;4;NA;4;NA;2;NA;NA;2;NA;3;3;0;2;2;3;6,22707967086169;13,0993993047149;0;0;0
762;1;0;0;"Mexican";"Latin";22;"Fortnite";3;3;100;0;1;"Champion League";0;1;NA;NA;5;4;4;NA;3;NA;5;NA;NA;5;5;5;NA;NA;1;1;1;3;0;3;1;1;2;4;1;1;4;1;1;1;4;1;1;4;1;1;3;4;3;NA;3;3;NA;3;NA;3;1;NA;NA;3;3;1;2;NA;NA;3;NA;NA;0;NA;NA;NA;4;3;2;NA;3;2;NA;NA;NA;5;5;5;NA;NA;NA;5;3;5;3;5;NA;NA;NA;NA;1;NA;1;1;0;5;3;4;13,4149882699687;2,08056760177743;0;0;0
917;1;0;0;"Polish";"White";21;"FPS";3;1;66;34;0;NA;0;3;NA;1;NA;3;2;NA;NA;2;3;NA;3;NA;4;2;NA;NA;1;2;1;1;0;2;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;3;3;1;NA;3;NA;NA;2;4;NA;NA;3;NA;NA;NA;2;3;4;2;2;NA;0;4;NA;NA;1;NA;3;5;NA;4;NA;NA;4;4;4;NA;NA;NA;NA;4;4;NA;NA;NA;5;4;4;1;1;NA;NA;1;0;2;3;10;14,0326900078616;1,72835600031562;0;0;0
434;0,7;NA;2;"Polish";"white";19;"RPG, sandbox survival";2;4;10;90;0;NA;0;4;NA;NA;1;1;4;NA;NA;4;2;NA;2;NA;4;3;NA;NA;1;1;2;2;0;3;1;1;2;1;1;1;3;1;2;1;1;1;2;3;1;2;3;2;2;NA;NA;3;2;NA;2;2;NA;NA;NA;2;NA;2;2;3;NA;2;NA;1;0;4;2;NA;4;NA;4;NA;NA;NA;4;NA;NA;4;4;NA;3;NA;2;2;2;NA;2;3;NA;NA;NA;1;2;2;NA;NA;NA;3;2;4;8,42142760803489;2,03258406309361;0;0;0
592;1;0;0;"Latvian";"White";37;"rpg";4;1;50;50;1;NA;0;1;1;NA;NA;1;3;3;NA;NA;4;3;NA;NA;NA;2;1;NA;1;2;1;2;0;3;2;1;2;1;2;4;4;3;4;4;3;3;3;2;2;2;3;1;2;NA;NA;1;2;2;NA;5;2;NA;4;NA;2;NA;3;NA;4;NA;2;NA;0;NA;5;4;1;3;2;NA;NA;NA;NA;NA;2;1;2;NA;NA;NA;NA;5;NA;NA;4;5;4;3;NA;2;2;3;NA;NA;0;2;2;3;8,99729747993925;5,46687774429929;0;0;0
558;1;0;0;"Portuguese";"White";20;"League of Legends";2;6;90;10;1;"Platinum";0;5;2;NA;NA;4;2;NA;3;NA;3;2;NA;NA;NA;3;1;NA;2;2;1;3;0;2;2;2;3;3;4;1;5;1;2;3;3;1;1;3;3;2;3;5;2;NA;NA;NA;1;2;2;4;3;NA;3;4;4;NA;3;NA;NA;NA;NA;4;0;NA;NA;1;2;NA;2;3;NA;NA;3;1;4;NA;5;NA;NA;4;NA;5;NA;5;NA;NA;NA;4;5;NA;2;NA;2;1;0;2;2;3;17,8151598061372;2,26921139337507;0;0;0
452;1;0;1;"English";"White";34;"RPGs";4;0;89;11;0;NA;0;3;1;NA;NA;1;4;NA;5;NA;1;NA;NA;1;2;5;NA;NA;1;2;2;3;0;2;1;3;1;3;1;1;4;1;1;1;3;1;1;1;1;2;4;1;2;NA;2;NA;2;1;NA;2;5;NA;NA;1;NA;2;4;4;NA;NA;NA;1;0;5;5;NA;4;NA;5;5;NA;NA;NA;NA;NA;NA;4;2;1;4;NA;4;2;5;NA;NA;NA;NA;5;NA;2;2;NA;1;0;3;2;4;15,8607187493692;1,94170843743358;0;0;0
1016;1;0;0;"Poland";"Poland";23;"Counter Strike";3;3;100;0;0;NA;0;3;NA;2;NA;3;2;2;NA;NA;4;NA;2;NA;NA;3;NA;2;1;1;1;2;0;3;3;2;4;3;2;1;2;2;3;3;4;2;2;3;3;3;4;3;2;NA;NA;2;NA;3;3;2;NA;2;3;NA;NA;NA;3;NA;3;4;2;NA;0;NA;NA;1;2;NA;4;3;2;NA;NA;4;NA;NA;4;4;NA;NA;NA;4;3;NA;NA;5;2;5;NA;1;1;2;NA;NA;0;3;2;3;8,06804888972733;2,38791576888089;0;0;0
369;1;0;0;"Portuguese";"Caucasian";22;"League of Legends";4;1;70;30;0;NA;0;5;NA;2;NA;4;5;NA;5;NA;4;NA;NA;2;4;2;NA;NA;1;2;3;2;0;3;1;1;3;4;2;1;3;1;3;1;3;1;1;3;1;2;4;2;3;NA;NA;NA;3;3;3;3;NA;1;NA;2;NA;2;2;NA;NA;2;NA;1;0;3;3;NA;2;1;2;NA;NA;NA;NA;2;2;NA;2;NA;NA;5;3;4;NA;NA;NA;NA;4;2;NA;2;2;2;NA;NA;0;4;3;2;13,307950021299;1,60234360706829;0;0;0
987;1;0;0;"Spanish";"Spanish";31;"League of Legends or Fall Guys";3;1;50;50;0;NA;0;3;NA;NA;1;1;4;NA;NA;1;3;3;NA;NA;NA;2;1;NA;2;1;2;1;0;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;4;1;3;2;3;NA;NA;NA;3;3;NA;2;4;NA;5;NA;4;4;NA;NA;NA;4;0;NA;NA;NA;2;1;2;NA;NA;3;3;NA;NA;NA;3;4;3;4;5;5;NA;5;3;NA;NA;NA;NA;1;1;NA;NA;1;0;2;3;9;11,4283789567877;1,72835600031562;0;0;0
439;1;0;0;"Poland";"Poland";26;"League of Legends";10;4;70;30;0;NA;1;4;NA;NA;2;2;2;NA;3;NA;2;NA;2;NA;1;2;NA;NA;2;1;2;1;0;3;3;2;4;2;3;2;4;3;1;2;2;2;2;3;3;3;3;2;2;2;NA;NA;NA;2;2;3;3;NA;NA;3;NA;4;1;5;NA;NA;NA;4;1;NA;5;2;3;NA;3;NA;NA;NA;3;NA;NA;1;5;NA;2;NA;NA;3;2;3;NA;NA;3;NA;3;NA;2;3;2;NA;0;4;1;4;6,30263853020584;4,93105209975697;0;0;0
496;0,9;0;0;"Polish";"polish";26;"Counter Strike: Global Offensive";3;0;70;30;1;"Legendary Eagle";0;3;3;NA;NA;2;2;NA;4;NA;4;NA;NA;4;4;4;NA;NA;1;1;2;2;0;2;4;2;2;1;2;1;3;1;1;1;1;1;2;2;3;2;2;2;3;NA;2;3;3;NA;NA;4;NA;NA;2;NA;3;NA;3;2;3;3;NA;NA;0;NA;NA;3;2;NA;3;NA;3;2;NA;4;NA;NA;4;NA;4;NA;NA;2;NA;5;2;NA;NA;4;3;2;2;NA;NA;2;0;2;3;5;8,51553989808263;2,00784519558927;0;0;0
752;1;0;0;"Portuguese";"Portuguese";19;"Raft";8;2;100;0;0;NA;0;5;NA;2;NA;4;2;NA;2;NA;4;NA;2;NA;2;2;NA;NA;1;2;2;2;0;2;1;1;2;1;1;1;3;1;1;2;3;2;2;2;1;1;2;2;2;2;3;2;NA;NA;NA;4;3;3;2;NA;5;NA;3;NA;NA;4;NA;NA;0;NA;NA;NA;4;NA;2;3;NA;3;1;5;NA;NA;5;1;NA;1;3;3;NA;5;3;NA;NA;NA;NA;1;1;NA;1;NA;0;5;3;4;5,67980421291418;1,95416409459535;0;0;0
544;0,8;0;0;"portuguese";"caucasian";42;"pes 2021";3;1;81;19;0;NA;0;2;1;NA;NA;1;2;NA;2;NA;5;NA;NA;2;NA;3;1;NA;1;1;1;1;0;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;1;3;NA;3;3;3;NA;NA;3;NA;NA;4;NA;4;NA;3;4;NA;NA;5;4;0;3;NA;1;1;NA;2;NA;1;NA;NA;4;NA;NA;4;1;NA;NA;NA;5;3;NA;NA;5;3;NA;5;NA;2;2;2;NA;0;4;3;11;7,63389293857006;1,00192336755588;0;0;0
629;1;0;0;"mexican";"caucasic";32;"destiny 2";4;1;85;15;0;NA;1;4;NA;3;NA;3;4;NA;NA;3;4;NA;2;NA;4;4;NA;NA;3;1;2;2;0;2;1;3;2;2;1;2;3;1;2;2;3;2;2;1;2;2;2;2;3;2;3;3;NA;NA;NA;4;3;3;NA;NA;3;NA;4;2;NA;4;NA;NA;0;NA;2;NA;2;2;2;NA;2;NA;NA;4;4;NA;4;NA;NA;NA;NA;4;2;3;NA;3;NA;NA;2;2;2;2;NA;NA;0;2;3;4;18,9558705284923;1,60234360706829;0;0;0
455;1;0;0;"Polish";"White / Slavic";18;"Overwatch";2;4;90;10;0;NA;0;2;4;NA;NA;4;3;NA;NA;3;4;NA;1;NA;NA;3;1;NA;1;1;1;2;0;3;1;1;1;1;2;1;2;1;3;3;1;2;1;1;1;3;3;4;2;1;NA;2;NA;NA;2;3;NA;NA;3;5;NA;3;1;1;NA;NA;NA;2;0;NA;NA;3;1;4;2;2;NA;NA;NA;NA;NA;1;5;3;NA;2;4;5;NA;NA;NA;3;NA;NA;2;NA;1;1;NA;1;0;3;3;4;4,27527396592765;2,48611529470469;0;0;0
947;0,9;0;0;"Polish";"Polish/white";24;"multiplayer fps";2;3;90;10;0;NA;0;3;NA;1;NA;1;2;2;NA;NA;2;NA;NA;1;NA;2;NA;2;1;1;2;2;0;3;1;3;2;2;2;1;2;1;1;2;1;1;2;2;1;1;2;1;3;1;2;NA;NA;NA;2;3;2;NA;2;NA;4;NA;3;NA;3;NA;3;NA;0;NA;NA;NA;2;1;4;2;NA;NA;4;NA;4;2;3;NA;NA;NA;3;3;NA;NA;2;NA;3;2;NA;NA;2;NA;2;2;0;2;3;3;9,87820983520108;1,68354473621928;0;0;0
545;1;0;0;"Poland";"White";25;"FPS";6;3;70;30;0;NA;1;4;NA;NA;2;2;2;NA;NA;3;4;5;NA;NA;NA;4;NA;2;2;2;2;1;0;2;1;1;1;2;3;2;3;1;1;2;2;3;2;2;1;1;3;4;2;2;NA;NA;NA;3;2;2;2;1;NA;NA;NA;1;1;NA;NA;NA;3;3;0;1;NA;NA;1;NA;3;5;NA;2;NA;NA;3;NA;4;NA;4;NA;NA;2;NA;NA;2;2;NA;2;2;NA;1;2;2;NA;0;3;2;4;7,93428236926563;2,6718020623012;0;0;0
863;1;0;0;"Polish";"White";24;"Dota 2";7;4;84;16;0;NA;0;5;2;NA;NA;2;4;NA;4;NA;5;4;NA;NA;NA;5;NA;4;1;1;2;2;0;1;1;2;1;2;3;3;3;2;1;1;2;3;3;2;2;2;2;3;2;2;2;NA;2;NA;NA;2;3;1;NA;NA;NA;1;1;NA;NA;2;3;NA;1;NA;NA;NA;3;NA;3;2;4;3;NA;NA;NA;NA;3;2;2;3;NA;3;NA;NA;NA;3;3;NA;4;NA;2;2;NA;1;0;6;2;4;3,90123734772552;1,94170843743358;0;0;0
647;1;25;0;"South African";"Indian";21;"Fifa";4;1;10;90;0;NA;0;3;NA;NA;2;1;1;1;NA;NA;2;2;NA;NA;NA;1;NA;2;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;1;2;3;2;3;NA;3;3;3;NA;NA;4;3;3;NA;3;NA;2;3;NA;4;NA;NA;NA;1;1;NA;1;2;NA;3;4;NA;NA;NA;4;5;NA;5;NA;NA;NA;NA;4;2;NA;3;NA;4;NA;3;1;1;1;NA;NA;0;4;3;10;7,63389293857006;2,48095224426469;0;0;0
1175;1;0;0;"portuguese";"white";18;"first person shooter (FPS)";1;2;85;15;0;NA;0;5;NA;2;NA;4;4;NA;NA;4;3;NA;NA;2;NA;3;1;NA;1;1;1;2;0;3;1;3;3;4;2;2;3;1;4;4;2;2;2;3;4;3;3;3;2;2;NA;2;NA;2;NA;3;NA;1;NA;NA;3;NA;2;1;3;NA;2;NA;0;NA;NA;NA;1;1;3;NA;3;3;NA;NA;2;NA;3;NA;3;2;4;4;NA;NA;2;NA;NA;1;NA;NA;2;NA;1;1;0;5;2;4;3,82817668761791;3,15388555354254;0;0;0
799;1;0;2;"polish";"caucasian";27;"puzzle";1;3;10;90;0;NA;0;1;NA;NA;2;2;2;2;NA;NA;2;NA;3;NA;NA;1;NA;2;2;1;1;1;0;2;1;1;1;3;1;1;3;1;1;1;1;1;1;1;1;1;3;1;2;NA;2;NA;2;NA;1;1;NA;NA;NA;2;NA;4;1;NA;5;NA;3;3;0;NA;3;NA;4;2;3;NA;4;NA;NA;NA;NA;1;1;NA;2;2;4;2;NA;NA;3;NA;2;NA;NA;3;3;NA;2;NA;0;3;2;9;12,7453395476195;13,7934469768273;0;0;0
757;1;0;1;"Latvian";"Latvian";34;"Mobile games";2;0;80;20;0;NA;0;1;NA;1;NA;2;5;4;NA;NA;4;NA;4;NA;NA;5;NA;5;1;1;1;1;0;1;2;2;3;2;3;1;4;1;2;1;1;1;2;1;1;2;3;1;2;1;NA;NA;NA;2;1;1;NA;2;NA;NA;NA;1;3;NA;5;NA;1;5;0;4;4;NA;1;NA;5;2;NA;NA;NA;NA;2;NA;1;NA;2;NA;NA;1;4;5;NA;NA;5;5;NA;NA;2;1;1;NA;0;4;2;3;12,5187273810688;4,01011484610854;0;0;0
870;1;0;0;"Portuguese";"Caucasian";22;"League of Legends / First Person Shooters";4;2;100;0;0;NA;0;4;NA;1;NA;1;4;NA;NA;3;5;NA;4;NA;4;4;NA;NA;1;1;1;2;0;2;3;3;3;2;2;2;4;3;3;3;3;3;2;2;3;2;3;2;2;NA;2;NA;2;3;NA;3;3;4;NA;NA;3;NA;2;NA;2;NA;NA;4;0;2;NA;2;4;NA;2;NA;NA;NA;2;4;NA;NA;4;3;NA;NA;2;2;2;3;NA;NA;2;NA;NA;1;2;NA;NA;1;0;4;1;5;4,78845386040768;2,56485314543304;0;0;0
761;0,8;0;1;"Portugal";"Caucasian";25;"World of Warcraft";1;2;33;67;0;NA;0;5;NA;4;NA;3;4;NA;4;NA;3;5;NA;NA;NA;4;2;NA;2;1;1;2;0;2;3;3;2;3;2;1;4;1;4;2;2;1;3;4;4;2;3;3;2;1;NA;NA;1;2;NA;4;3;4;NA;4;3;NA;4;NA;NA;4;NA;NA;0;NA;4;NA;4;NA;1;NA;NA;3;4;NA;NA;4;4;NA;3;NA;NA;3;1;2;2;NA;NA;2;NA;1;1;NA;NA;1;0;2;3;4;16,7090635921818;1,72835600031562;0;0;0
876;1;0;1;"Hungarian";"Hungarian";42;"casual, rpg";2;0;90;10;0;NA;0;2;NA;NA;1;1;4;4;NA;NA;1;NA;NA;1;NA;3;1;NA;1;1;1;2;0;1;1;2;1;1;1;1;4;1;1;1;1;1;3;1;1;1;3;1;2;2;NA;2;NA;NA;2;3;2;NA;NA;2;2;NA;3;2;NA;2;NA;NA;0;NA;NA;NA;2;3;4;NA;NA;5;5;NA;NA;3;3;2;NA;NA;4;5;NA;NA;5;5;5;NA;NA;NA;2;2;NA;2;0;5;3;5;3,72795310363764;1,42839337767355;0;0;0
778;1;0;0;"Portuguese";"Caucasian";20;"Rocket League";6;5;85;15;0;NA;0;5;NA;1;NA;4;1;1;NA;NA;1;2;NA;NA;NA;3;NA;2;1;1;1;2;0;3;1;3;1;2;2;1;3;1;1;3;2;1;2;2;3;2;3;3;3;NA;NA;NA;3;3;3;3;2;NA;NA;3;NA;4;3;4;NA;NA;3;NA;0;NA;2;NA;1;NA;3;NA;NA;3;3;NA;2;2;2;NA;NA;1;NA;3;3;NA;NA;4;NA;3;NA;NA;2;2;2;NA;0;4;3;3;5,9121450651981;1,00192336755588;0;0;0
1320;1;0;1;"French";"White";30;"The Sims 4";2;0;9;91;0;NA;0;1;NA;2;NA;2;5;NA;NA;4;2;NA;NA;3;5;4;NA;NA;1;2;2;2;0;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;2;1;3;2;2;2;NA;NA;NA;3;1;3;NA;NA;NA;1;3;NA;1;3;NA;NA;0;NA;NA;NA;4;NA;2;2;2;NA;2;NA;4;4;4;NA;NA;NA;NA;5;4;4;NA;NA;NA;2;4;NA;1;1;1;NA;0;3;3;9;6,70709205649745;2,48400592269411;0;0;0
636;NA;NA;0;"British";"White";34;"final fantasy RPGS";4;1;71;29;0;NA;0;4;NA;NA;5;4;5;5;NA;NA;5;NA;5;NA;NA;5;5;NA;3;3;1;1;0;1;1;1;1;1;1;1;3;1;1;2;1;2;1;1;1;1;3;2;3;NA;3;3;3;NA;NA;5;NA;NA;3;5;NA;5;5;NA;NA;5;4;NA;0;1;NA;1;1;NA;1;NA;1;NA;NA;5;NA;NA;5;4;NA;5;1;1;NA;NA;3;NA;NA;NA;4;1;1;NA;NA;1;NA;4;3;7;22,3936246834092;1,72835600031562;0;0;0
800;1;0;0;"Greek";"Greek";28;"Triple A Single Players";3;2;50;50;1;"Diamond";0;4;2;NA;NA;2;5;4;NA;NA;4;4;NA;NA;NA;3;NA;4;1;1;1;2;0;3;1;3;1;2;1;1;4;2;2;4;1;1;1;2;3;2;3;3;3;1;NA;3;3;NA;NA;2;NA;3;2;NA;NA;NA;3;3;4;NA;2;NA;0;3;NA;3;3;NA;4;NA;2;NA;NA;NA;5;NA;5;NA;4;NA;3;4;NA;4;NA;4;NA;3;NA;NA;1;NA;1;1;0;3;3;3;9,80908455770062;2,08056760177743;0;0;0
